SSC_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SSC70136,50,0,0,0,0,0,49,6,6,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,15,0,0,0,0,0,0,0,58,6,0,0,6,0,68,46,4,0,0,4,0,49,6,6,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,0,10,0,0,0,0,0,0,0,45,5,0,0,10,0,58,16,0,0,0,0,0,16,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,20,0,0,0,3,0,24,4,0,0,0,0,0,4,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,13,3,0,0,3,0,14,7,0,0,0
SSC70137,0,0,0,0,0,0,0,0,19,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,21,0,21,0,0,0,0,0,0,0,0,19,0,0,21,0,21,0,0,0,0,0,0,0,0,19,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,21,0,21,0,0,0,0,0,0,0,0,19,3,0,21,0,21,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0
SSC70138,67,8,0,0,8,0,74,12,10,0,0,10,0,17,0,3,0,0,5,0,5,0,0,0,0,0,0,0,12,12,0,0,14,0,20,0,0,0,0,0,0,0,80,18,0,0,15,0,93,56,4,0,0,4,0,62,7,15,4,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,4,0,17,0,23,0,0,0,0,0,0,0,63,21,4,0,23,0,82,37,0,0,0,3,0,40,6,4,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,12,0,15,0,0,0,0,0,0,0,36,11,3,0,10,0,52,16,0,0,0,0,0,23,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,6,0,0,0,0,0,0,0,19,3,0,0,5,0,23,23,0,0,0
SSC70139,137,6,0,0,6,0,144,8,54,0,0,54,0,63,0,0,0,0,0,0,3,0,0,0,3,3,0,3,10,53,0,3,53,0,67,0,0,0,0,0,0,0,152,58,0,3,57,0,208,93,8,0,0,8,0,97,3,36,0,0,36,0,36,0,4,0,0,9,0,9,0,0,0,0,0,0,0,3,41,0,0,40,0,46,0,0,0,0,0,0,0,96,47,0,0,43,0,138,38,7,0,0,7,0,41,0,11,0,0,11,0,9,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,17,0,0,18,0,17,0,0,0,0,0,0,0,38,16,0,0,22,0,63,13,0,0,0,0,0,13,4,9,0,0,9,0,12,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,12,0,0,12,0,15,0,0,0,0,0,0,0,18,12,0,0,12,0,26,18,0,0,0
SSC70140,3,0,0,0,0,0,3,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,3,6,0,0,6,0,6,3,3,0,0,3,0,4,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,3,11,0,0,11,0,16,3,4,0,0,4,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,6,0,0,6,0,3,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0
SSC70141,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,23,3,0,26,0,26,0,0,0,0,0,0,0,0,23,3,0,26,0,31,3,0,0,0,0,0,3,0,21,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,28,0,28,0,0,0,0,0,0,0,3,23,0,0,28,0,31,4,0,0,0,0,0,4,0,8,0,0,8,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,7,0,7,0,0,0,0,0,0,0,4,5,0,0,7,0,11,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,6,0,0,0,0,0,0,0,0,5,0,0,6,0,6,0,0,0,0
SSC70142,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,10,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,12,3,0,14,0,14,0,0,0,0,0,0,0,0,12,3,0,14,0,14,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,11,0,0,0,0,0,0,0,0,6,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
SSC70143,120,6,0,0,6,0,130,11,93,3,0,92,0,103,0,6,6,0,10,0,15,0,0,0,0,0,0,0,7,101,10,0,105,0,118,0,0,0,0,0,0,0,132,107,10,0,112,0,249,121,8,0,0,8,0,125,15,78,6,0,80,0,94,0,8,7,0,21,0,21,0,0,0,0,0,0,0,15,85,14,0,98,0,114,0,0,0,0,0,0,0,128,89,14,0,107,0,238,65,3,0,0,3,0,66,5,47,3,0,50,0,56,0,6,9,0,12,0,12,0,0,0,3,3,0,3,5,52,8,3,62,0,69,0,0,0,0,0,0,0,75,61,8,3,69,0,140,47,0,0,0,0,0,53,3,37,3,0,39,0,39,0,3,5,0,9,0,9,0,0,0,0,0,0,0,3,41,7,0,50,0,52,0,0,0,0,0,0,0,55,41,7,0,50,0,100,46,0,0,0
SSC70144,38,0,0,0,0,0,38,5,9,0,0,9,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,14,0,0,14,0,19,0,0,0,0,0,0,0,42,14,0,0,14,0,51,48,0,0,0,0,0,47,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,45,4,0,0,4,0,52,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,8,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,12,6,0,0,0
SSC70145,128,3,0,0,3,0,136,8,24,0,0,24,0,35,4,0,0,0,0,0,4,0,0,0,0,0,0,0,14,24,0,0,24,0,36,0,0,0,0,0,0,0,139,29,0,0,29,0,171,104,10,0,0,10,0,117,5,12,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,13,0,19,0,0,0,0,0,0,0,116,20,0,0,21,0,136,55,0,0,0,0,0,61,3,11,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,17,0,0,0,0,0,0,0,59,13,0,0,13,5,78,38,0,0,0,0,0,36,0,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,12,0,0,0,0,0,0,0,38,6,0,0,6,4,51,28,3,0,0
SSC70146,50,0,0,0,0,0,50,8,12,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,12,0,22,0,0,0,0,0,0,0,54,12,0,0,12,0,68,28,0,0,0,0,0,28,4,12,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,12,0,18,0,0,0,0,0,0,0,31,13,0,0,13,0,41,9,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,16,5,0,0,0,0,0,5,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,8,3,0,0,3,0,12,10,0,0,0
SSC70147,4,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0
SSC70148,0,0,0,0,0,0,0,0,11,3,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,13,0,13,0,0,0,0,0,0,0,0,11,3,0,13,0,13,0,0,0,0,0,0,0,0,24,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,23,0,23,0,0,0,0,0,0,0,0,24,4,0,23,0,23,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0
SSC70149,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,3,0,0,5,0,21,6,0,0,0,0,0,6,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,8,0,0,0,0,0,0,0,6,3,0,0,8,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,12,0,0,0
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,6,6,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,15,0,15,0,0,0,0,0,0,0,0,6,6,0,15,0,15,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0
SSC70152,0,0,0,0,0,0,0,0,31,0,0,33,0,33,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,33,3,0,37,0,37,0,0,0,0,0,0,0,0,33,3,0,37,0,37,0,0,0,0,0,0,0,0,48,0,0,50,0,50,0,4,3,0,5,0,5,0,0,0,0,0,0,0,0,53,7,0,52,0,52,0,0,0,0,0,0,0,0,53,7,0,52,0,52,0,0,0,0,0,0,0,0,29,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,35,0,35,0,0,0,0,0,0,0,0,29,0,0,35,0,35,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,14,0,0,0,0,0,0,0,0,19,0,0,14,0,14,0,0,0,0
SSC70153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70155,6,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,6,0,0,0,0,0,0,0,8,3,0,0,7,0,11,11,0,0,0,0,0,11,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,0,0,0,0,0,13,4,0,0,7,0,15,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,11,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,12,3,0,0,0
SSC70156,15,0,0,0,0,0,15,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,17,11,0,0,0,0,0,11,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,4,4,11,3,0,0,3,4,24,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0
SSC70157,0,0,0,0,0,0,0,0,12,4,0,16,0,16,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,12,9,0,24,0,24,0,0,0,0,0,0,0,0,12,9,0,24,0,24,0,0,0,0,0,0,0,0,9,0,0,14,0,14,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,9,6,0,15,0,15,0,0,0,0,0,0,0,0,9,6,0,15,0,15,0,0,0,0,0,0,0,0,10,0,0,12,0,12,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,10,7,0,15,0,15,0,0,0,0,0,0,0,0,10,7,0,15,0,15,0,0,0,0,0,0,0,0,4,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,8,0,0,0,0,0,0,0,0,4,3,0,8,0,8,0,0,0,0
SSC70158,79,8,0,0,8,0,89,4,32,0,0,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,31,0,34,0,0,0,0,0,0,0,86,38,0,0,38,0,124,80,9,0,0,9,0,93,3,26,0,0,26,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,26,0,29,0,0,0,0,0,0,0,90,30,0,0,30,0,116,40,0,0,0,0,0,46,0,9,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,9,0,0,0,0,0,0,0,45,7,0,0,11,0,58,26,0,0,0,0,0,29,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,29,7,0,0,7,0,37,30,0,0,0
SSC70159,94,5,0,0,5,0,100,21,48,0,0,48,0,66,0,3,0,0,8,0,8,0,0,0,0,0,0,0,21,50,0,0,53,0,69,0,0,0,0,0,0,0,112,52,0,0,55,0,171,93,0,0,0,0,0,93,9,30,0,0,30,0,46,0,3,0,0,4,0,4,0,0,0,0,0,0,0,9,32,0,0,35,0,51,0,0,0,0,0,0,0,103,32,0,0,35,0,140,38,0,0,0,0,0,36,3,13,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,14,0,21,0,0,0,0,0,0,0,37,18,0,0,18,0,57,24,0,0,0,0,0,24,3,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,13,0,0,0,0,0,0,0,28,6,0,0,6,0,39,26,0,0,0
SSC70160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
