SSC_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
SSC70188,0,0,0,3,0,8,3,16,0,3,0,3,0,6,0,12,0,7,0,8,0,9,3,11,0,4,0,10,0,3,0,4,6,0,0,7,0,0,0,0,0,0,0,0,8,51,12,68,0,3,0,3,0,9,3,10,0,4,3,7,0,4,5,9,0,13,4,16,0,10,3,12,0,11,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,55,16,68,0,4,0,8,0,19,7,23,0,6,5,16,0,14,5,18,0,20,4,24,0,15,3,18,0,15,0,17,0,5,0,8,6,0,0,7,0,0,0,0,0,0,0,0,5,102,24,137
SSC70189,0,25,0,22,0,78,3,82,0,33,0,31,0,19,4,22,0,58,4,59,0,30,0,28,0,13,3,17,3,10,0,21,3,6,0,10,0,0,0,0,0,0,0,0,8,267,16,299,0,33,3,33,0,83,5,88,0,32,0,34,0,27,3,26,3,61,5,64,0,31,0,33,0,19,3,29,0,13,3,19,0,0,0,0,3,0,0,3,0,0,0,0,7,294,21,325,0,52,9,62,0,160,8,171,0,63,3,59,0,46,3,49,3,114,4,125,0,54,4,60,0,41,3,45,7,23,3,39,3,4,0,11,0,0,0,0,0,0,0,0,18,567,37,618
SSC70190,0,9,4,12,0,20,0,18,0,13,0,13,0,7,0,7,0,21,0,21,0,12,0,11,0,12,0,13,0,3,0,6,4,7,0,11,0,0,0,0,0,0,0,0,7,109,5,117,0,11,4,17,0,30,0,34,0,8,0,8,0,8,0,8,0,20,0,20,0,22,0,19,0,7,0,7,0,11,0,13,0,3,0,3,0,0,0,0,0,0,0,0,3,118,5,128,0,23,6,29,0,46,3,50,0,24,0,24,0,16,0,16,0,41,0,41,0,27,0,33,0,22,0,20,4,14,3,18,3,9,0,13,0,0,0,0,0,0,0,0,9,220,16,247
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70192,0,67,7,73,4,138,9,156,0,82,11,91,0,43,3,52,3,115,8,127,7,136,18,161,3,114,23,136,0,103,8,121,5,64,16,85,6,18,7,34,3,0,0,3,31,891,113,1029,0,60,5,70,0,120,23,144,0,54,8,69,0,39,0,39,3,117,16,135,0,148,14,169,3,123,8,128,9,92,18,117,4,58,7,72,7,13,3,23,3,0,0,4,36,831,104,966,0,130,12,144,4,264,33,297,3,140,16,159,0,85,6,92,3,232,24,259,8,285,32,329,8,233,30,270,6,198,26,231,9,122,18,153,16,33,7,54,9,0,0,9,68,1720,212,2000
SSC70193,0,135,34,168,12,231,23,265,5,103,22,127,6,76,12,95,3,169,33,200,7,170,33,213,8,163,32,200,13,105,17,138,14,50,12,79,8,13,3,20,0,0,0,0,68,1211,218,1497,0,89,18,108,0,226,38,261,3,94,9,111,0,73,13,86,7,204,39,247,5,179,24,215,12,158,19,181,13,111,18,141,8,55,16,86,3,14,6,21,3,3,3,6,61,1207,198,1467,3,225,48,278,16,451,63,525,4,196,34,230,7,150,26,177,7,369,67,449,12,356,56,423,13,318,50,382,25,221,41,281,23,106,31,162,8,28,5,42,3,3,3,6,133,2420,416,2959
SSC70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,6,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,16,0,3,0,4,0,3,3,3,0,0,0,0,0,0,0,3,0,5,4,6,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,33
SSC70195,0,25,3,27,0,21,5,31,0,17,4,21,0,5,0,5,0,45,8,52,0,43,3,52,0,34,7,36,0,32,3,40,0,5,0,5,0,0,0,0,0,0,0,0,0,226,41,273,0,24,4,27,0,32,3,37,3,8,3,10,0,12,5,15,0,54,14,70,0,35,5,42,0,30,7,33,0,24,3,21,0,4,0,4,0,0,0,3,0,0,0,0,3,223,48,277,0,43,11,52,0,55,13,67,4,21,10,30,0,18,5,25,0,103,21,126,0,78,16,93,0,59,10,73,0,52,9,61,0,7,0,11,0,5,0,4,0,0,0,0,3,448,94,548
SSC70196,0,6,0,11,0,8,0,13,0,11,0,11,0,8,0,4,0,5,0,7,0,11,3,20,0,14,0,11,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,7,69,3,81,0,5,0,5,0,14,0,14,0,4,0,10,0,3,0,3,4,10,0,11,0,12,3,19,5,6,0,12,0,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,10,71,7,93,0,16,0,16,0,28,0,28,0,20,0,16,0,7,0,8,3,16,0,23,0,31,10,38,4,17,0,25,0,7,0,4,5,4,0,4,0,0,0,0,0,0,0,0,20,144,11,169
SSC70197,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,5,0,6,0,4,0,4,0,9,3,10,0,7,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,37,5,49,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,5,0,6,0,8,0,8,0,3,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,35,0,8,0,8,0,6,0,6,0,4,0,6,0,3,0,5,0,13,5,11,0,11,0,11,0,12,7,16,0,9,0,10,0,0,0,4,0,0,0,0,0,0,0,0,4,64,12,83
SSC70198,3,152,7,167,14,180,5,197,4,43,0,54,0,85,4,89,3,291,27,321,3,192,12,207,0,107,7,119,0,37,0,40,0,11,3,8,0,0,0,0,0,0,0,0,28,1102,71,1208,4,170,7,179,4,166,12,177,0,41,0,39,0,103,8,113,5,312,25,341,0,185,7,191,0,93,4,102,0,35,0,37,0,4,0,4,0,4,0,7,0,0,0,0,16,1112,65,1197,4,327,16,345,15,348,17,378,3,86,0,93,0,186,15,201,6,602,54,661,4,373,20,398,0,200,16,220,3,73,0,78,0,18,3,16,0,4,0,8,0,0,0,0,42,2217,139,2398
SSC70199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70200,0,4,0,9,0,15,7,18,0,14,3,15,0,11,10,19,0,17,16,29,3,15,4,17,0,17,3,22,3,3,6,13,3,3,0,6,0,4,0,4,0,0,0,0,11,98,41,146,0,10,0,10,0,16,0,20,0,10,0,7,0,11,26,36,0,17,3,24,0,29,3,32,3,11,3,19,4,8,0,12,7,0,0,6,5,0,0,5,0,0,0,0,24,114,42,171,0,16,0,20,0,32,8,37,0,18,3,21,0,18,33,57,0,38,17,56,4,41,7,49,3,29,7,39,4,10,9,26,10,5,0,12,5,4,0,3,0,0,0,0,26,209,78,323
SSC70201,0,65,9,76,7,117,6,133,0,67,0,67,0,64,0,69,5,147,16,168,3,142,21,166,0,128,11,138,3,93,16,108,8,67,4,80,4,25,0,34,0,0,0,4,33,912,88,1036,0,52,3,55,0,129,6,131,0,58,0,57,0,44,7,54,3,126,15,146,0,137,10,152,0,120,8,131,0,94,17,109,9,60,9,82,5,12,3,23,3,3,0,5,22,840,74,940,0,111,9,127,7,240,16,269,0,120,3,129,0,108,11,123,9,272,32,309,3,286,31,314,0,246,21,266,3,185,28,218,18,129,9,155,9,43,5,59,3,0,0,7,61,1756,160,1978
SSC70202,0,3,3,3,0,3,0,3,0,0,38,35,0,0,31,31,0,3,0,3,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,78,86,0,3,0,4,0,0,0,0,0,0,61,67,0,0,0,0,0,4,0,4,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,70,85,0,4,5,8,0,3,0,3,0,4,100,105,0,0,31,36,0,11,3,13,0,3,0,5,0,3,5,7,0,5,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,28,141,175
SSC70203,0,18,8,24,0,40,8,46,0,8,3,10,0,18,0,20,0,21,5,22,0,18,0,15,0,6,4,10,0,13,7,19,0,3,0,3,0,0,0,0,0,0,0,0,0,144,29,177,0,10,5,19,0,28,9,35,0,13,0,13,0,20,0,20,0,24,0,27,0,22,3,21,0,16,9,25,0,19,0,25,0,8,3,12,0,0,0,0,0,0,0,0,3,167,31,198,0,32,13,41,0,68,14,83,0,24,3,26,0,36,0,36,0,47,5,54,0,38,6,40,0,25,14,40,0,34,8,46,0,11,3,11,3,0,0,3,0,0,0,0,5,307,62,378
SSC70204,0,6,0,6,0,19,0,19,0,8,0,8,0,5,0,5,0,14,0,13,0,3,0,6,0,8,0,8,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,74,0,3,0,3,0,13,0,13,0,4,0,4,0,3,0,3,0,10,0,10,0,6,0,6,0,11,0,11,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,56,0,56,0,12,0,12,0,30,0,30,0,11,0,11,0,8,0,8,0,26,0,26,0,10,0,12,0,15,0,15,0,9,0,13,0,5,0,5,0,0,0,0,0,0,0,0,0,124,0,131
SSC70205,0,8,0,8,0,9,0,9,0,0,0,0,0,0,0,3,0,3,0,3,0,5,0,5,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,27,0,0,0,0,0,7,0,7,0,3,0,3,0,3,0,3,0,4,0,4,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,5,0,5,0,16,0,12,0,7,0,7,0,8,0,10,0,10,0,10,0,6,0,6,0,9,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,56,0,64
SSC70206,0,29,0,29,0,45,0,47,0,20,0,20,0,20,0,20,0,28,0,29,0,19,0,19,0,12,0,12,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,180,4,180,0,24,0,24,0,44,0,44,0,28,0,28,0,16,0,20,0,42,0,42,0,21,0,25,0,16,0,16,0,7,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,202,4,209,0,52,0,52,0,85,0,87,0,41,0,41,0,40,0,41,0,66,0,67,0,42,0,40,0,26,0,24,3,13,0,12,0,3,0,3,0,0,0,0,0,0,0,0,3,382,9,390
SSC70207,0,41,29,66,0,81,44,128,0,52,28,77,0,39,8,51,0,76,25,100,0,48,15,64,0,40,17,53,0,31,4,37,0,5,5,12,0,0,0,0,0,0,0,0,5,411,171,586,0,29,26,52,0,77,54,122,0,35,30,64,3,34,11,50,0,73,23,94,0,57,27,79,0,40,6,54,3,27,8,40,0,5,3,7,0,0,0,3,0,0,0,0,4,376,182,570,0,64,56,122,0,158,94,254,0,87,55,142,3,70,20,92,0,145,49,193,0,108,40,146,0,79,23,99,3,56,12,73,3,14,3,18,3,0,0,3,0,0,0,0,16,785,357,1149
SSC70208,0,113,14,128,7,251,67,329,0,68,27,97,3,65,22,91,0,177,56,238,0,236,45,278,0,224,44,268,3,123,33,160,4,51,16,69,0,5,3,4,0,0,0,0,25,1307,332,1664,0,133,20,144,5,269,24,299,0,61,14,77,0,66,10,81,0,216,47,263,3,245,36,285,4,193,34,229,3,115,29,145,4,28,9,42,0,3,0,3,0,0,0,0,26,1322,229,1574,0,244,28,274,13,514,97,626,3,130,44,173,3,128,39,167,0,395,106,503,3,474,80,562,3,415,81,505,6,242,66,305,8,76,23,110,0,10,3,8,0,0,0,0,46,2632,561,3240
SSC70209,0,3,0,3,0,5,0,5,0,7,0,7,0,9,0,9,0,3,0,3,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,41,0,38,0,3,0,3,0,0,0,0,0,3,0,3,0,5,0,5,0,6,0,3,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,22,0,9,0,9,0,8,0,8,0,4,0,4,0,13,0,13,0,7,0,13,0,10,0,10,0,8,0,8,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,58,0,60
SSC70210,4,121,21,142,3,202,11,217,3,74,5,90,0,89,17,108,3,364,55,417,0,282,35,323,10,206,32,244,9,182,22,210,12,125,22,159,3,30,3,36,0,4,0,6,48,1686,217,1952,0,104,17,118,0,165,13,178,0,84,5,86,0,103,12,113,0,377,62,441,0,284,31,314,3,232,33,273,8,170,19,198,4,105,18,131,12,26,7,42,11,0,0,13,39,1648,210,1900,4,228,37,263,3,371,23,396,3,156,15,172,0,193,22,221,9,743,114,858,8,563,65,633,9,436,66,514,18,346,44,410,16,234,39,289,19,53,7,74,10,9,0,18,92,3331,426,3853
SSC70211,0,7,3,12,0,12,0,17,0,5,0,5,0,3,0,3,0,11,0,11,0,6,3,9,0,11,0,11,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,63,10,73,0,9,0,7,0,19,0,19,0,4,0,4,0,7,0,7,0,10,0,12,0,12,0,12,0,11,0,11,0,7,3,10,3,0,0,6,0,0,0,0,0,0,0,0,3,81,3,93,0,14,3,16,0,34,0,35,0,14,0,14,0,7,0,7,0,22,0,23,0,19,3,18,0,17,0,20,0,9,3,12,3,5,3,13,0,0,0,0,0,0,0,0,7,149,13,169
SSC70212,0,12,0,12,0,17,3,22,0,7,0,10,0,9,0,13,0,7,0,10,0,14,4,18,0,27,6,37,3,25,4,32,3,17,7,21,0,3,0,3,0,0,0,0,7,134,29,176,0,8,0,8,3,12,5,17,0,9,0,9,0,8,0,8,0,13,0,13,0,14,8,21,0,26,3,29,0,16,3,23,3,8,3,13,0,0,0,0,0,0,0,0,3,117,27,150,0,20,4,22,3,28,7,37,0,15,0,19,0,15,0,15,0,23,0,24,0,30,12,44,0,56,12,70,3,39,9,58,5,22,12,39,0,3,0,3,0,0,0,0,15,252,57,319
SSC70213,0,28,5,34,0,47,5,60,0,40,3,40,0,23,0,23,4,64,5,75,0,33,5,39,4,29,4,38,0,18,0,26,4,6,0,8,0,0,0,0,0,0,0,0,17,295,34,347,0,24,7,28,0,48,18,62,0,32,3,31,0,27,5,28,0,69,6,74,0,45,3,53,3,40,5,49,0,16,4,24,0,7,3,13,0,3,0,6,0,0,0,0,12,309,57,375,0,55,10,62,4,96,24,123,0,72,3,79,0,51,5,51,5,128,19,149,0,84,5,88,4,68,9,86,3,37,7,45,6,15,7,24,3,3,0,7,0,0,0,0,29,612,86,723
SSC70214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,12
SSC70215,0,19,0,19,0,29,0,24,0,8,0,11,0,4,0,4,0,19,0,19,0,12,0,16,0,11,0,11,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,98,3,107,0,9,0,9,0,23,0,25,0,5,0,5,0,12,0,12,3,15,0,20,0,18,3,26,0,15,0,11,0,7,0,7,0,6,0,7,3,0,0,3,0,0,0,0,8,116,4,129,0,25,0,25,0,48,3,48,0,14,0,17,0,15,0,15,3,36,0,36,0,31,4,33,0,23,0,28,0,11,0,11,0,9,0,9,3,0,0,3,0,0,0,0,12,214,8,236
SSC70216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,21
SSC70217,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,6,0,6,0,0,4,4,0,3,3,9,0,3,0,3,0,0,0,0,0,3,0,9,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,24,4,33
SSC70218,0,17,0,24,0,29,0,31,0,17,0,17,0,13,0,13,0,30,4,31,0,18,3,21,3,15,0,16,3,9,16,24,0,0,0,3,0,0,0,0,0,0,0,0,10,150,24,181,0,19,0,19,0,29,3,36,0,10,0,10,0,15,0,16,0,39,14,51,0,27,4,26,0,23,3,21,3,15,11,34,0,3,0,5,0,0,0,4,0,0,0,0,7,185,35,224,0,40,0,35,0,62,3,68,0,26,0,26,0,27,0,29,0,64,17,87,0,38,3,48,3,37,3,38,6,26,28,57,3,3,0,6,0,6,0,3,0,0,0,0,15,329,58,404
SSC70219,0,90,7,102,4,168,25,197,0,42,3,49,0,62,3,67,0,245,30,274,4,206,20,225,5,183,23,215,0,129,21,148,7,76,11,100,3,17,0,18,0,3,0,3,36,1217,141,1394,0,90,8,103,0,135,11,149,0,46,7,57,0,68,7,78,6,278,34,317,3,209,25,244,3,172,23,203,5,104,15,127,0,46,0,51,3,19,3,23,0,0,0,4,24,1184,141,1353,0,183,16,199,8,301,38,343,0,93,10,101,0,131,11,148,6,529,61,593,8,417,44,470,9,359,51,417,5,230,38,273,10,127,14,148,7,34,3,40,0,5,0,5,62,2401,288,2747
SSC70220,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,4,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14
SSC70221,0,6,13,19,0,16,0,21,0,3,0,3,0,19,0,19,0,3,0,7,0,7,3,4,0,10,0,15,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,67,19,87,0,10,14,16,0,9,3,13,0,12,0,12,0,15,0,15,0,4,0,3,0,12,4,13,0,4,0,6,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,66,22,84,0,12,21,40,0,21,6,31,0,18,0,18,0,31,0,31,0,6,3,12,0,14,9,22,0,18,0,24,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,130,39,178
SSC70222,0,0,0,4,0,3,4,7,0,5,4,8,0,8,3,14,0,15,5,19,0,9,3,10,0,6,3,9,0,8,4,10,0,8,0,8,0,0,0,0,0,0,0,3,0,65,21,86,0,0,0,0,0,12,5,9,0,0,0,0,0,12,11,21,0,20,4,31,0,3,0,3,0,9,5,13,0,7,3,12,3,3,0,6,0,0,0,0,0,0,0,0,3,71,27,95,0,0,0,4,0,11,3,16,0,5,6,10,0,22,9,28,0,37,10,50,0,13,3,16,0,15,5,20,0,14,5,16,3,9,0,16,0,0,0,0,0,0,0,3,0,133,46,185
SSC70223,0,3,0,4,0,13,0,14,0,4,0,4,0,6,0,6,0,4,0,5,0,3,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,57,0,9,0,9,0,6,0,14,0,9,0,9,0,5,0,5,0,7,3,8,0,8,0,7,3,4,0,8,0,4,0,3,3,0,0,3,0,0,0,0,0,0,0,0,4,47,10,59,0,13,3,11,0,21,5,26,0,13,0,13,0,10,0,10,0,12,3,20,0,10,3,8,3,6,0,13,0,8,0,7,3,0,0,3,0,0,0,3,0,0,0,0,8,95,15,120
SSC70224,0,8,4,12,0,19,6,19,0,22,3,20,0,11,0,11,0,13,0,17,3,10,5,15,0,24,0,24,0,19,10,30,0,10,0,17,0,5,0,8,0,0,0,0,5,148,25,176,0,9,7,16,0,20,0,24,0,11,0,11,0,4,3,9,0,18,3,19,0,12,3,18,0,18,0,23,3,12,3,19,0,9,0,11,0,4,0,4,0,0,0,0,5,126,22,155,0,18,11,25,0,36,6,41,0,29,3,29,0,17,3,24,0,31,9,36,3,27,5,35,0,40,0,48,3,38,13,51,3,20,0,30,0,14,0,17,0,0,0,0,9,268,47,328
SSC70225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,3,0,11,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,28,0,25
SSC70226,0,8,5,9,0,36,4,40,0,13,3,13,0,9,0,11,3,23,0,26,0,24,17,42,0,15,0,15,0,15,0,17,0,3,0,3,0,3,0,3,0,0,0,0,3,152,27,182,0,11,0,16,0,25,0,28,0,7,0,10,0,6,3,9,0,28,0,29,0,28,21,43,0,20,0,15,0,22,0,19,0,7,0,9,0,4,0,10,0,0,0,0,4,153,29,182,0,22,6,22,0,66,5,70,0,18,3,19,0,12,4,20,4,47,0,53,3,55,33,92,0,36,0,34,0,38,0,35,0,9,0,6,0,10,0,10,0,0,0,0,13,307,52,371
