SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC70234,21,114,14,147,20,117,21,160,38,363,50,451,75,285,36,395,43,176,22,243,20,76,6,101,10,25,3,39,0,15,5,19,0,3,0,8,236,1179,147,1560,18,79,6,103,16,121,14,148,78,343,40,456,85,259,19,365,39,159,19,220,19,85,11,120,12,41,3,52,0,6,0,10,0,3,0,6,275,1092,119,1486,44,192,18,249,40,238,28,308,115,711,86,914,161,545,57,765,87,335,36,466,39,158,17,218,15,66,4,87,0,19,6,27,3,6,3,12,511,2276,265,3047
SSC70235,3,8,3,13,0,6,3,14,13,23,7,43,13,28,11,49,10,39,17,58,9,43,4,59,8,27,17,53,0,3,3,3,0,0,0,0,58,176,61,299,3,14,0,17,5,15,6,17,11,29,11,47,8,21,6,42,15,29,7,53,16,40,15,72,5,14,10,27,3,4,0,11,0,0,0,0,67,171,54,288,4,20,3,26,4,18,7,34,23,49,15,92,20,50,17,90,27,68,25,118,34,84,17,132,13,47,27,80,3,5,3,13,0,0,0,0,126,345,113,583
SSC70236,0,0,0,0,0,3,0,0,0,3,5,8,0,3,0,7,0,3,5,6,0,4,5,14,0,0,6,7,0,0,0,0,0,0,0,0,3,20,16,42,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,3,3,6,3,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,7,19,13,32,0,0,0,0,0,3,0,3,0,6,9,14,0,5,0,5,0,6,5,12,3,17,8,27,0,0,3,6,0,0,0,0,0,0,0,0,10,38,26,72
SSC70237,14,51,19,73,10,47,12,67,32,149,35,219,20,105,18,138,22,95,27,143,18,74,16,111,6,31,6,49,3,15,0,16,0,4,0,3,128,558,139,824,9,37,10,60,9,47,16,71,29,140,39,209,43,113,23,170,31,94,25,153,32,75,26,131,14,26,14,49,3,6,0,7,0,3,0,5,170,544,141,855,19,86,23,131,16,93,27,141,61,287,71,424,63,211,39,315,59,192,51,295,48,151,45,238,16,63,20,97,4,17,3,24,0,6,3,9,296,1098,286,1676
SSC70238,0,10,15,29,3,21,0,20,14,24,17,55,6,26,0,35,5,15,5,24,7,14,0,17,3,3,0,7,0,7,0,7,0,0,0,0,39,123,34,193,10,11,9,27,5,15,5,26,9,35,12,57,11,22,0,32,8,28,3,39,5,19,0,29,4,8,0,15,4,4,0,8,0,3,0,3,53,145,33,238,9,25,22,56,8,34,10,50,25,54,28,112,17,47,0,69,11,46,4,65,12,34,3,51,5,11,0,20,4,11,0,16,0,3,0,3,90,265,73,434
SSC70239,0,19,0,24,0,22,0,17,6,37,6,44,4,32,3,37,3,14,3,19,3,17,3,24,0,12,0,11,3,0,5,4,0,0,0,0,19,149,18,184,0,20,7,29,0,18,0,17,5,44,3,48,4,31,5,41,7,19,4,25,0,30,0,31,3,5,0,7,0,3,0,3,0,4,0,4,13,169,22,209,0,43,7,54,3,35,0,38,7,79,6,90,6,60,7,82,7,35,8,48,6,49,5,53,3,16,0,17,3,5,6,12,0,3,0,3,32,321,41,397
SSC70240,0,4,0,4,3,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,4,3,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,12,0,16
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,0,0,0,3,0,0,0,3,0,17,9,22,0,12,4,14,3,14,0,21,0,13,3,15,0,7,7,10,0,0,4,4,0,0,0,0,4,64,29,92,0,3,0,3,0,0,0,3,6,13,7,23,3,13,0,16,7,8,0,18,0,0,4,8,0,4,0,5,0,0,3,5,0,0,0,0,13,43,19,76,0,3,0,6,0,3,3,3,7,30,14,47,3,22,3,29,11,28,3,40,0,15,7,17,0,7,4,17,0,0,4,9,0,0,0,0,17,104,44,167
SSC70243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,9,0,3,0,6,0,0,0,0,0,0,0,0,9,9,10,23,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,3,10,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,7,13,26,3,0,0,4,0,0,0,3,3,0,0,3,0,0,3,3,3,3,7,16,6,9,4,20,0,7,3,8,0,0,0,0,0,0,0,0,16,17,20,51
SSC70244,8,17,0,23,4,15,3,14,5,18,3,28,7,18,3,28,11,20,0,30,0,16,0,18,0,3,3,4,0,0,0,0,0,0,0,0,29,108,13,154,11,14,0,21,4,5,0,12,9,24,8,40,12,32,7,52,0,28,0,28,7,13,0,20,0,4,0,4,0,3,0,6,0,0,0,0,42,130,23,189,18,33,0,46,7,18,4,30,9,43,9,68,17,57,10,85,16,44,0,59,9,35,0,41,0,7,4,13,0,6,3,4,0,0,0,0,71,236,33,344
SSC70245,11,48,15,74,16,132,27,182,81,423,92,593,56,251,43,351,51,197,45,291,47,155,30,237,23,66,18,109,7,28,5,35,0,9,0,11,289,1310,274,1875,13,48,8,65,31,121,16,166,90,418,79,592,73,196,43,321,48,163,27,243,53,126,36,216,14,55,5,79,9,18,0,26,0,5,0,13,333,1155,228,1715,25,94,22,139,49,256,45,349,169,837,172,1182,128,449,93,670,97,357,70,527,97,287,71,455,40,127,20,186,14,48,3,62,0,11,6,21,623,2467,496,3586
SSC70246,0,0,0,0,0,3,0,5,0,0,0,3,0,3,0,3,0,0,0,3,0,4,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,15,9,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,13,0,0,0,4,0,6,0,7,0,7,5,10,0,3,0,3,3,3,0,10,0,5,0,6,0,3,0,4,0,0,0,0,0,0,0,0,3,23,10,40
SSC70247,3,12,3,14,0,14,0,14,3,9,6,13,3,10,0,10,0,4,0,10,3,11,0,9,3,4,0,12,0,0,0,0,0,0,0,0,13,58,10,83,0,5,0,5,3,13,3,20,3,13,8,20,0,3,0,3,3,3,0,4,0,3,0,7,3,8,0,10,0,0,0,0,0,0,0,0,16,52,9,74,3,11,3,17,5,26,3,30,4,25,11,39,3,12,0,20,3,11,0,17,6,12,0,16,7,14,0,22,0,0,0,0,0,0,0,0,27,111,17,157
SSC70248,0,0,0,0,0,3,0,4,4,12,4,20,0,8,3,16,0,8,0,12,0,4,0,4,0,3,0,5,0,0,0,0,0,0,0,0,6,33,7,57,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,3,0,5,4,12,4,24,0,13,3,17,0,8,0,12,0,8,0,8,0,3,0,5,0,0,0,0,0,0,0,0,8,40,9,64
SSC70249,0,0,0,0,0,3,7,11,0,0,0,0,0,6,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,19,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,3,6,9,0,5,0,5,0,6,0,3,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,31
SSC70250,0,0,0,3,0,0,0,0,0,4,8,16,0,3,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17,12,33,0,0,0,0,0,4,0,3,0,7,9,12,0,4,0,9,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,5,26,0,3,0,3,0,4,0,4,0,12,11,24,0,10,4,12,0,5,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,36,22,56
SSC70251,10,72,12,91,8,70,40,115,38,161,49,248,27,128,49,207,36,150,36,222,38,114,37,192,12,72,18,98,5,18,6,26,0,0,0,0,173,788,245,1206,12,60,12,87,14,85,14,119,57,168,33,263,39,117,28,188,36,139,38,215,45,110,21,168,16,43,7,68,0,20,6,28,0,4,3,8,221,752,169,1144,22,136,27,180,24,156,55,233,93,332,87,504,67,246,75,394,74,292,71,443,80,224,54,359,33,113,26,166,5,39,15,56,0,3,3,7,396,1539,416,2351
SSC70252,0,7,0,7,0,12,0,10,0,17,0,21,0,8,0,8,0,8,0,8,0,4,0,7,0,0,0,4,0,0,0,0,0,0,0,0,7,64,0,65,4,8,0,9,0,14,0,14,3,15,0,17,0,5,0,5,0,8,0,6,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,5,55,0,65,4,13,0,21,3,20,0,26,3,32,0,40,0,16,0,18,0,13,0,15,0,15,0,13,0,4,0,4,0,0,0,0,0,0,0,0,9,119,0,128
SSC70253,5,19,5,26,4,41,7,53,27,157,39,222,13,100,19,133,23,80,27,130,9,47,12,67,8,26,3,32,3,5,3,12,0,0,0,4,100,464,122,685,6,19,0,18,5,38,20,60,46,162,60,264,24,85,23,129,16,74,17,108,21,68,19,106,9,21,8,35,6,3,0,14,0,3,0,3,120,477,139,740,5,35,4,46,9,76,24,118,71,316,94,486,40,179,43,264,41,157,49,246,24,111,30,170,15,48,7,69,3,15,3,21,0,6,3,8,217,946,262,1429
SSC70254,7,21,8,28,10,13,5,29,8,72,4,82,9,47,4,61,11,36,8,51,10,26,5,39,6,15,0,23,0,4,5,9,0,0,0,0,64,231,31,326,0,9,0,12,4,21,0,27,22,61,3,87,15,41,4,63,12,29,3,40,9,34,4,48,3,14,0,22,0,5,0,5,0,4,0,4,64,221,21,311,7,30,9,42,16,39,4,55,26,135,5,170,29,86,9,125,24,59,11,98,18,59,13,90,11,30,3,46,3,7,7,11,0,4,0,4,129,452,55,638
SSC70255,3,22,0,26,0,12,4,15,5,33,6,37,7,39,7,56,11,36,5,51,0,30,4,36,9,20,3,28,4,7,0,6,0,3,0,4,33,199,35,267,0,6,0,13,3,7,0,14,8,31,5,47,3,33,10,48,16,26,10,50,13,27,4,36,3,16,3,22,0,8,0,5,0,3,0,3,41,158,34,234,5,31,0,33,3,19,6,23,7,63,16,81,9,75,16,108,24,67,11,100,10,53,11,75,8,38,7,50,0,13,0,18,0,3,0,3,77,355,68,500
SSC70256,0,0,0,0,0,0,0,0,4,3,0,8,0,3,0,4,0,3,0,10,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,27,0,3,0,3,0,0,0,0,0,4,0,3,0,3,0,5,3,5,3,7,3,4,0,10,0,0,0,0,0,0,0,3,0,0,0,0,6,22,5,38,0,3,0,3,0,0,0,0,3,8,0,9,0,5,0,10,3,11,4,16,4,8,0,16,0,0,0,0,0,0,0,3,0,0,0,0,12,39,9,62
SSC70257,0,11,4,15,3,12,5,17,0,12,0,8,0,10,4,12,0,22,3,25,5,10,4,18,3,11,0,10,0,3,0,4,0,0,0,0,12,82,13,108,0,7,0,11,0,5,0,8,4,13,3,20,0,3,0,6,0,12,3,19,4,12,7,18,0,3,0,7,0,4,0,4,0,0,0,0,9,58,18,87,0,17,3,25,3,16,3,19,4,23,6,30,0,11,5,21,0,32,10,42,10,21,7,38,3,14,0,17,3,3,0,12,0,0,0,0,21,140,35,197
SSC70258,0,17,3,18,13,34,10,61,31,102,25,162,12,47,9,69,12,34,10,57,4,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,68,249,64,375,3,11,0,18,9,16,0,27,31,87,8,124,21,24,4,44,3,26,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,160,24,246,3,21,4,33,18,53,18,83,65,187,37,293,29,78,10,113,14,60,9,90,4,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,131,407,82,630
SSC70259,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,3,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,22
SSC70260,0,8,3,14,0,4,0,3,4,13,8,25,3,15,0,19,5,4,5,14,3,3,0,5,0,3,0,3,0,0,0,0,0,0,0,0,13,57,16,87,0,3,0,8,0,8,0,11,3,16,6,27,3,8,0,8,0,11,5,15,3,9,0,9,0,7,0,6,0,0,0,0,0,0,0,0,10,66,18,94,4,14,4,20,3,14,0,16,6,32,21,55,7,21,3,31,5,17,8,30,3,14,3,15,0,13,0,16,0,0,0,0,0,0,0,0,25,121,38,183
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,11,52,3,68,7,38,7,52,34,155,22,207,47,129,18,191,21,93,16,131,19,108,22,145,14,72,14,102,7,51,11,63,0,28,7,30,152,723,122,998,11,39,11,53,8,48,7,65,48,133,16,198,50,142,13,210,42,115,11,172,27,81,12,115,28,79,12,112,15,44,13,66,0,43,9,50,237,717,108,1054,20,85,12,120,20,86,13,117,82,286,37,405,97,270,38,409,67,210,26,305,45,190,30,265,45,148,27,216,16,98,24,131,0,71,15,84,392,1436,228,2049
SSC70263,0,0,0,0,0,0,0,0,3,8,3,16,0,9,0,6,4,3,0,6,0,12,0,12,3,3,0,3,0,0,0,0,0,0,0,0,8,31,4,48,0,0,0,0,0,0,0,0,6,12,0,17,0,9,0,10,0,4,0,4,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,30,5,45,0,0,0,0,0,0,0,0,7,19,3,31,4,13,0,19,3,9,0,13,0,17,0,19,3,3,0,4,0,3,0,3,0,0,0,0,16,67,13,96
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC70265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,14
SSC70266,0,5,3,10,0,0,0,0,0,9,3,16,3,4,0,7,0,19,4,19,0,8,4,16,0,6,0,7,0,0,0,0,0,0,0,0,5,59,12,80,0,3,0,3,0,6,0,6,0,4,3,9,0,4,0,4,0,10,6,15,0,8,0,13,3,4,0,8,0,0,0,0,0,0,0,0,9,45,10,61,0,11,3,15,0,7,0,7,0,16,4,22,3,11,0,14,3,24,8,38,5,13,6,22,4,6,3,13,3,3,0,3,0,3,0,3,12,102,24,135
SSC70267,0,28,8,36,0,21,3,21,7,47,0,54,0,28,6,34,0,19,0,19,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,158,17,180,0,16,7,23,0,22,0,29,3,40,3,45,0,35,6,34,0,33,3,35,0,18,3,18,0,3,4,8,0,0,0,0,0,0,0,0,5,164,21,192,0,43,15,60,3,40,3,47,5,90,4,98,0,64,10,69,0,51,3,51,0,29,5,34,0,3,3,8,0,0,0,0,0,0,0,0,10,315,39,369
SSC70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,0,0,0,4,0,0,0,0,3,5,0,5,3,15,0,14,4,4,0,11,7,7,0,10,0,6,0,3,0,3,0,8,0,0,0,0,16,45,6,62,0,0,0,0,0,3,0,3,0,5,0,9,4,5,0,9,6,12,0,14,7,7,3,16,3,0,0,3,3,0,0,4,0,0,0,0,23,32,3,58,0,3,0,3,0,7,0,7,4,11,0,17,11,19,0,31,10,17,0,21,13,11,3,32,3,9,0,9,3,3,3,12,0,0,0,0,33,79,9,123
SSC70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,0,7,0,5,0,4,6,14,0,5,15,23,0,3,8,12,0,3,16,18,0,0,5,11,0,0,4,8,0,0,0,0,0,0,0,0,3,26,57,86,0,0,0,0,0,0,0,0,0,3,8,11,3,6,4,14,0,0,14,16,0,0,5,6,0,0,3,4,0,0,0,3,0,0,0,0,5,16,31,53,0,8,0,3,0,9,6,14,4,9,26,35,3,8,10,23,0,6,29,32,0,0,11,18,0,3,10,13,0,0,3,3,0,0,0,0,14,38,86,137
SSC70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,0,3,7,8,0,12,10,16,0,10,11,20,0,4,3,8,3,3,0,5,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,36,24,65,0,0,0,3,4,5,6,17,4,10,6,17,0,5,0,3,0,0,0,7,0,4,0,6,0,0,0,0,0,0,0,3,0,0,0,0,7,28,17,55,0,4,9,13,5,13,12,33,4,22,13,38,3,8,3,16,3,3,3,9,0,8,4,11,0,3,0,3,0,0,0,3,0,0,0,0,13,65,39,119
SSC70274,13,41,8,65,5,44,3,51,13,74,15,104,26,90,10,124,40,131,25,200,21,110,18,150,8,52,6,65,3,10,3,21,0,3,0,3,136,560,87,781,10,32,4,49,11,29,9,41,20,74,11,112,39,66,7,118,46,102,24,170,29,97,19,144,10,34,3,46,0,13,0,14,0,0,0,0,169,452,79,702,21,75,19,116,15,74,7,99,35,148,24,212,71,157,16,242,89,231,51,367,47,208,34,294,20,82,12,114,5,29,3,33,0,6,0,6,301,1010,165,1476
SSC70275,3,71,8,84,6,82,3,94,20,132,69,226,18,115,28,159,3,70,17,90,3,49,4,62,0,9,0,8,0,3,0,3,0,0,0,0,58,531,135,722,3,89,14,108,11,83,10,103,24,189,66,283,17,85,37,139,4,82,16,108,3,58,5,65,4,16,4,23,0,7,5,9,0,0,0,0,69,612,156,832,7,161,17,192,14,171,10,197,46,320,140,503,37,202,65,303,14,152,33,192,11,102,11,125,4,24,4,31,0,7,5,11,0,0,0,0,127,1142,291,1554
SSC70276,3,3,0,8,0,4,0,7,0,12,3,18,14,13,0,31,13,33,6,49,11,33,3,52,7,23,3,39,4,4,0,7,0,0,0,0,55,130,15,200,3,3,0,7,0,8,0,8,7,19,0,23,17,14,0,28,19,21,0,41,8,30,3,43,7,15,4,32,0,4,0,4,0,0,0,0,58,122,11,196,4,11,0,17,3,14,0,16,5,29,6,40,26,29,0,60,28,57,7,88,22,64,4,97,18,41,5,69,4,8,0,7,0,3,0,3,111,254,27,394
SSC70277,14,40,14,67,9,61,20,87,22,154,21,197,16,139,20,178,25,105,14,152,11,75,14,105,7,59,11,77,4,15,4,21,0,7,0,7,118,655,120,895,11,43,7,61,4,47,12,58,31,115,22,173,34,118,18,176,25,97,19,142,18,91,21,128,17,45,5,62,0,31,4,41,0,3,0,3,134,587,115,839,27,85,20,129,13,107,29,151,52,272,43,366,57,255,45,356,55,205,38,289,33,170,31,230,20,101,16,139,5,50,10,64,0,4,0,8,254,1240,232,1730
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,3,0,3,0,5,0,5,0,8,3,11,0,5,0,5,0,3,0,5,0,7,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,33,3,39,0,4,0,4,0,3,0,3,0,12,3,17,0,6,0,6,0,5,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,37,0,4,0,4,0,8,0,8,0,20,6,25,0,10,0,10,0,10,0,10,0,9,0,9,0,3,0,7,0,0,0,0,0,0,0,0,0,65,11,79
SSC70280,13,46,9,69,9,44,0,52,15,99,9,130,27,86,20,136,37,92,14,144,29,70,10,107,14,47,9,70,3,32,0,34,0,6,0,7,158,515,73,743,19,41,15,67,11,31,0,49,28,80,14,120,42,99,18,152,45,86,16,147,24,83,11,114,21,50,6,77,3,7,0,16,0,7,0,5,189,481,76,745,32,84,20,142,17,76,3,99,47,178,29,254,68,183,36,289,86,179,31,290,52,156,17,222,29,101,10,141,3,38,3,47,3,9,0,12,339,996,154,1489
SSC70281,0,12,4,13,4,8,0,11,0,17,3,21,0,17,3,31,3,18,7,24,6,13,0,17,0,3,0,3,0,0,0,3,0,0,0,0,8,94,20,129,0,15,3,19,3,9,3,19,5,25,9,36,0,20,5,24,0,14,3,16,4,14,0,22,0,3,0,6,0,0,0,0,0,0,0,0,14,95,25,135,0,20,7,32,3,24,10,31,10,40,14,63,0,37,12,47,3,30,8,45,5,30,3,38,0,3,0,5,0,3,0,3,0,0,0,0,23,195,51,270
